Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,release height,RelX,RelZ,Chase%,Barrel%,Fly%,Ground%,BaU,Tilt,SpinDir,wOBA,Throws,4FB stuff+,85/15 perf scale velo scale stuff+,shape+ 4FB,general performance+,P,Vel,pvelo,HorzBrk,ABS horzBreak,IndVertBrk,Spin,HorzApprAngle,xVAA T1/3,VertApprAngle,Extension,InZone%,IZ Whiff,OZ Whiff,SwStrk%,perf multiplier velo scale stuff+,50/50 perf scale velo scale stuff+,pvelo scale stuff+ 4FB,fixed scale stuff+ 4FB (pre break),vel brk stuff+ 4FB,eno sarris stuff+ 4FB,outlier
1,1098978048,T. Baird,Tim Baird,Baird,Tim,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,71.02,-11.9,71.0,0.0%,25.0%,25.0%,50.0%,23,1:03,-148.4,.679,R,106.46,531.78,564.93,12.89%,23,93.3,92.82,10.7,10.71,18.7,2154.4,-0.30,-4.04,-5.33,6.14,42.9%,-,-,8.7%,72.81,89.78,562.33,324.77,1436.54,4837.71,380.45
1,1113233920,L. Whitaker,Logan Whitaker,Whitaker,Logan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,76.32,-13.7,76.3,27.7%,23.7%,34.5%,26.2%,23,12:43,-158.5,.359,R,89.82,448.67,453.28,16.06%,526,91.7,90.26,7.0,6.99,18.8,2131.0,-1.28,-4.98,-5.43,5.59,39.5%,-,-,8.0%,72.78,86.69,445.39,226.33,1381.12,4650.51,375.86
1,1269970432,H. Smith,Hagen Smith,Smith,Hagen,P,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,67.12,38.3,67.1,26.2%,31.1%,28.1%,40.4%,25,10:39,139.5,.296,L,122.47,611.74,598.06,26.32%,676,95.6,95.10,-13.3,13.25,16.5,2379.1,1.87,-4.12,-4.45,6.12,48.6%,-,-,18.8%,157.44,127.55,595.20,354.11,1468.58,6018.33,418.46
1,1138165504,C. Aoki,Caden Aoki,Aoki,Caden,P,University of Southern California,USC,5047,USC,BBC,R,R,71.37,-12.8,71.4,17.2%,20.0%,31.3%,43.8%,25,1:07,-146.4,.523,R,97.29,485.96,502.92,14.73%,56,88.6,87.60,11.5,11.47,18.5,2177.8,-0.31,-4.72,-5.39,5.81,48.2%,-,-,3.6%,74.10,88.28,497.14,255.27,1402.28,4856.18,383.69
1,1155639552,R. Kimball,Roman Kimball,Kimball,Roman,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,59.58,-12.3,59.6,13.2%,30.8%,44.8%,34.5%,24,1:07,-146.6,.441,R,120.75,603.16,610.53,21.33%,279,91.8,91.21,11.9,11.92,19.3,2230.0,-0.15,-3.38,-3.53,6.08,45.7%,-,-,12.9%,130.20,115.99,607.33,366.30,1452.70,4854.95,392.78
1,1297511936,A. Gordon,Austin Gordon,Gordon,Austin,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,70.08,-20.0,70.1,27.8%,22.9%,40.0%,24.0%,26,12:55,-152.7,.343,R,112.73,563.06,545.47,25.34%,324,93.3,92.79,9.3,9.29,18.9,2433.4,-0.92,-4.30,-4.75,6.15,58.8%,-,-,13.9%,138.22,119.75,542.91,311.63,1449.14,5164.80,426.76
1,1236943616,T. Parish,Trendan Parish,Parish,Trendan,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,70.87,-15.1,70.9,11.8%,25.0%,25.0%,50.0%,27,1:25,-137.7,.586,R,85.22,425.70,454.46,9.82%,28,90.8,88.90,10.2,10.19,12.2,2469.5,-0.21,-5.10,-5.89,5.32,39.3%,-,-,0.0%,44.63,70.82,444.06,245.65,1330.13,4708.95,431.46
1,1117542144,N. Hardman,Nate Hardman,Hardman,Nate,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,75.00,-14.8,75.0,27.6%,14.3%,28.6%,35.7%,27,12:51,-154.7,.306,R,77.84,388.79,369.76,19.03%,59,87.9,85.75,6.3,6.28,13.8,2373.0,-0.49,-5.57,-6.29,5.14,50.8%,-,-,8.5%,70.35,85.91,357.65,171.92,1279.69,4461.55,414.64
1,1174787584,A. Susac,Anthony Susac,Susac,Anthony,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,74.07,-23.8,74.1,20.7%,6.9%,26.3%,57.9%,25,1:09,-145.4,.448,R,103.69,517.92,512.58,20.90%,158,93.6,93.84,10.9,10.89,16.7,2324.0,-1.08,-4.84,-5.62,6.57,63.3%,-,-,7.6%,107.14,105.07,514.01,275.16,1423.59,5362.74,408.65
1,1250796032,T. Neighbors,Tyson Neighbors,Neighbors,Tyson,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,74.25,-14.2,74.3,24.6%,24.2%,30.8%,28.2%,26,12:40,-159.8,.431,R,110.79,553.39,551.52,21.48%,280,95.2,93.20,7.5,7.54,21.6,2496.0,-0.46,-4.35,-5.06,5.23,52.0%,-,-,11.4%,118.47,110.46,540.24,312.24,1497.35,4953.92,437.66
1,1083616000,M. Morgan,Marcus Morgan,Morgan,Marcus,P,University of Iowa,IOWA,1232,Iowa,BBC,L,R,64.20,-31.9,64.2,11.2%,16.7%,42.3%,26.9%,27,1:09,-145.4,.509,R,105.17,525.32,534.13,18.04%,216,92.1,91.55,10.0,9.97,15.2,2451.3,-1.81,-4.19,-4.60,6.10,42.1%,-,-,9.3%,96.37,99.90,531.12,318.54,1386.36,5456.27,429.16
1,1210140416,S. Hard,Sean Hard,Hard,Sean,P,Boston College,BC,227,Boston College,BBC,R,R,73.36,-14.8,73.4,33.3%,0.0%,0.0%,0.0%,24,12:45,-157.7,.334,R,113.56,567.22,515.48,33.08%,36,92.4,91.80,8.3,8.28,20.9,2253.0,-0.76,-4.56,-4.27,6.10,41.7%,-,-,27.8%,170.50,136.57,512.43,273.60,1447.01,4924.45,396.60
1,1155639296,M. Molina,Mason Molina,Molina,Mason,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,L,73.72,16.2,73.7,24.5%,21.1%,40.0%,17.5%,25,11:20,160.0,.372,L,99.41,496.55,482.51,22.02%,637,89.6,89.30,-7.3,7.27,21.1,2221.9,0.62,-4.66,-4.87,6.23,45.5%,-,-,14.1%,106.25,104.92,480.69,246.15,1411.46,4888.14,390.89
1,1299951104,J. Jones,Jaylen Jones,Jones,Jaylen,P,The Ohio State University,OSU,4144,Ohio State,BBC,L,L,63.17,23.9,63.2,6.7%,16.7%,33.3%,33.3%,24,10:44,142.2,.331,L,99.62,497.62,516.10,14.84%,37,92.7,92.99,-10.3,10.31,14.3,2259.8,1.62,-4.37,-4.93,6.59,50.0%,-,-,2.7%,76.60,89.88,517.73,300.09,1363.94,5090.98,397.29
1,1207753472,G. Bruni,Gavin Bruni,Bruni,Gavin,P,The Ohio State University,OSU,4144,Ohio State,BBC,L,L,74.15,11.7,74.2,17.0%,31.5%,30.0%,35.0%,25,11:18,158.9,.473,L,94.40,471.54,474.79,17.23%,384,91.0,89.99,-7.2,7.15,19.5,2250.3,0.51,-4.77,-5.32,5.82,47.8%,-,-,7.0%,81.80,91.85,469.13,245.93,1399.78,4648.28,395.64
1,1297336576,J. Kmatz,Jacob Kmatz,Kmatz,Jacob,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,75.31,-18.3,75.3,27.1%,25.7%,36.9%,28.8%,26,12:48,-155.8,.304,R,103.82,518.56,520.23,19.37%,623,91.2,90.12,9.1,9.05,21.2,2331.6,-0.79,-4.60,-4.94,5.80,49.5%,-,-,9.3%,100.77,101.91,514.32,273.16,1456.03,5138.51,409.79
1,1136414720,B. Davis,Braden Davis,Davis,Braden,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,68.56,19.9,68.6,23.1%,15.4%,34.7%,26.3%,26,10:47,143.6,.314,L,112.34,561.14,569.28,19.55%,643,91.6,89.57,-13.1,13.09,18.8,2341.7,0.43,-4.36,-5.08,5.27,47.6%,-,-,10.1%,111.32,107.31,558.38,313.23,1465.32,5281.73,411.77
1,1078277888,B. Brecht,Brody Brecht,Brecht,Brody,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,76.97,-23.6,77.0,12.6%,15.3%,27.0%,41.3%,21,12:45,-157.5,.340,R,93.73,468.18,465.92,18.32%,383,96.3,94.92,6.6,6.57,16.7,2061.4,-1.86,-4.88,-5.76,5.60,46.0%,-,-,8.9%,85.38,93.77,458.18,251.42,1376.10,4954.41,364.76
1,1303603456,B. Detaeye,Benjamin Detaeye,Detaeye,Benjamin,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,71.32,8.8,71.3,17.6%,25.0%,38.7%,41.9%,24,11:17,158.5,.277,L,94.98,474.43,465.40,20.06%,199,88.4,88.48,-7.3,7.31,19.5,2135.6,0.24,-4.64,-5.65,6.45,57.3%,-,-,8.0%,93.38,98.18,465.69,237.73,1367.78,4487.20,376.12
1,1310892288,J. Woolfolk,Jay Woolfolk,Woolfolk,Jay,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,66.81,-16.1,66.8,20.9%,28.6%,46.2%,36.5%,25,1:07,-146.5,.384,R,111.23,555.60,564.24,19.23%,424,93.0,91.98,10.9,10.93,17.6,2335.9,-0.55,-4.10,-4.94,5.80,44.8%,-,-,10.6%,108.52,105.98,558.39,329.27,1435.14,4977.14,410.50
1,1162771968,V. Quinn,Victor Quinn,Quinn,Victor,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,74.09,-23.9,74.1,16.7%,15.8%,20.0%,55.0%,24,12:38,-161.1,.417,R,95.99,479.48,484.48,17.14%,114,93.9,92.09,6.2,6.18,19.1,2213.6,-1.43,-4.64,-5.00,5.35,41.6%,-,-,8.8%,83.06,92.61,474.32,263.35,1404.49,5024.10,389.88
1,1337907200,C. Citelli,Cade Citelli,Citelli,Cade,P,University of Houston,HOU,3030,Houston,BBC,R,R,64.73,-26.3,64.7,36.0%,13.6%,47.8%,39.1%,27,1:29,-135.5,.226,R,132.18,660.22,643.72,28.80%,218,92.7,91.89,16.7,16.66,18.0,2471.5,-0.66,-3.94,-4.06,5.96,49.1%,-,-,22.0%,185.37,138.48,639.36,375.17,1512.48,5807.11,433.92
1,1162510080,D. Stagliano,Dom Stagliano,Stagliano,Dom,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,71.86,-22.5,71.9,20.0%,21.4%,73.3%,20.0%,26,1:17,-141.6,.340,R,104.97,524.32,532.04,18.25%,68,89.8,87.91,13.5,13.53,18.4,2324.2,-1.20,-4.81,-5.40,5.34,55.9%,-,-,5.9%,97.09,100.22,521.79,272.11,1445.97,5410.09,408.74
1,1204039424,D. Beam,Drew Beam,Beam,Drew,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,76.35,-32.2,76.4,24.4%,15.4%,33.3%,39.3%,22,1:09,-145.5,.314,R,101.52,507.07,501.97,20.44%,449,93.9,93.43,11.2,11.23,17.2,2089.8,-1.86,-4.97,-5.41,6.14,54.0%,-,-,10.0%,102.58,102.81,499.35,257.19,1417.05,5638.44,369.89
1,1078425856,M. Ashman,Micah Ashman,Ashman,Micah,P,University of Utah,UTAH,730328320,Utah,BBC,L,L,75.52,24.0,75.5,38.1%,18.8%,34.3%,37.1%,24,10:57,148.5,.194,L,101.89,508.95,476.86,26.50%,192,91.8,90.77,-9.8,9.80,17.1,2159.4,0.83,-4.98,-5.67,5.81,56.3%,-,-,16.7%,126.35,115.82,471.10,242.54,1387.64,5191.26,380.77
1,1123959296,C. Liggett,Carson Liggett,Liggett,Carson,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,71.27,-20.0,71.3,27.8%,34.5%,35.1%,19.3%,25,12:59,-150.5,.381,R,102.53,512.13,502.38,21.66%,218,91.1,88.43,9.6,9.58,17.8,2305.0,-0.69,-4.64,-5.07,4.90,57.9%,-,-,9.6%,108.82,105.99,487.92,270.26,1402.37,4992.66,404.86
1,1184586496,K. Dougan,Kolby Dougan,Dougan,Kolby,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,79.17,-18.6,79.2,26.3%,28.6%,51.7%,17.2%,28,12:17,-171.3,.375,R,93.77,468.40,450.14,21.89%,207,90.4,89.30,3.3,3.31,22.8,2492.8,-1.17,-4.89,-5.26,5.77,44.9%,-,-,14.0%,98.52,101.32,443.95,226.89,1427.59,4921.96,435.97
1,1142684672,L. Johnson Jr.,Lebarron Johnson Jr.,Johnson Jr.,Lebarron,P,University of Texas,TEX,245,Texas,BBC,R,R,82.48,-23.1,82.5,19.7%,24.0%,25.4%,41.2%,24,12:51,-154.6,.466,R,91.00,454.52,454.20,17.38%,715,94.2,92.69,8.1,8.06,18.0,2302.6,-1.29,-5.41,-6.68,5.55,47.4%,-,-,7.3%,78.92,90.16,445.99,220.97,1416.42,5208.68,405.13
1,1176555520,D. Shaw,David Shaw,Shaw,David,P,University of Texas,TEX,245,Texas,BBC,R,L,63.06,38.5,63.1,20.0%,50.0%,75.0%,25.0%,23,10:46,143.0,.909,L,106.09,529.93,507.33,25.19%,29,88.7,89.95,-10.5,10.52,15.0,2014.4,2.60,-4.06,-4.63,7.13,48.3%,-,-,17.2%,127.79,115.53,514.16,289.56,1320.75,5600.32,355.98
1,1208166656,L. Harrison,Luke Harrison,Harrison,Luke,P,University of Texas,TEX,245,Texas,BBC,L,L,75.85,10.8,75.9,10.3%,20.0%,22.2%,27.8%,24,11:17,158.5,.560,L,77.23,385.76,384.27,15.02%,113,88.4,88.19,-6.1,6.13,16.4,2109.1,0.63,-5.40,-5.85,6.32,39.8%,-,-,6.2%,57.71,77.09,383.36,173.00,1301.18,4388.23,371.08
1,1075198720,A. Major,Aidan Major,Major,Aidan,P,West Virginia University,WVU,5327,West Virginia,BBC,L,R,69.35,-21.7,69.4,15.9%,30.9%,34.7%,26.4%,26,12:47,-156.5,.377,R,105.55,527.23,535.72,18.19%,537,93.1,91.88,7.8,7.78,18.9,2378.2,-1.19,-4.15,-5.14,5.69,49.2%,-,-,7.8%,97.44,100.43,528.85,312.12,1426.63,5071.26,417.40
1,1084052736,Z. Voelker,Zach Voelker,Voelker,Zach,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,70.61,-23.8,70.6,16.7%,60.0%,20.0%,0.0%,23,1:18,-141.1,.695,R,109.77,548.29,570.06,16.04%,40,93.9,92.62,12.9,12.92,17.1,2124.3,-1.02,-4.23,-4.72,5.71,40.0%,-,-,7.5%,91.45,98.38,563.30,322.90,1437.52,5348.27,375.66
1,1205486336,B. Auger,Brooks Auger,Auger,Brooks,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,77.49,-13.3,77.5,31.0%,17.1%,29.5%,47.7%,25,12:53,-153.6,.356,R,99.86,498.81,496.42,19.52%,271,92.9,92.46,9.0,9.04,19.3,2343.3,-0.03,-4.95,-5.63,6.19,42.8%,-,-,11.8%,96.90,99.90,494.28,255.61,1440.42,4939.55,411.69
1,1186662912,J. Torrealba,Jose Torrealba,Torrealba,Jose,P,University of Houston,HOU,3030,Houston,BBC,L,L,61.90,27.1,61.9,25.5%,4.9%,28.6%,36.7%,25,10:50,145.2,.262,L,117.10,584.92,590.26,21.08%,254,91.5,90.82,-11.8,11.84,18.1,2327.4,1.24,-3.75,-4.35,6.03,55.6%,-,-,9.4%,124.44,113.33,586.64,351.19,1438.83,5430.59,409.07
1,1187924992,T. Switalski,Tyler Switalski,Switalski,Tyler,P,West Virginia University,WVU,5327,West Virginia,BBC,R,L,74.93,12.3,74.9,16.7%,22.8%,27.1%,32.7%,23,11:03,151.3,.346,L,97.46,486.79,481.01,19.81%,583,91.8,89.66,-9.5,9.49,18.4,2111.9,0.58,-4.94,-5.78,5.16,53.7%,-,-,8.6%,95.31,99.11,469.10,241.76,1400.77,4699.27,372.99
1,1247126273,B. Myers,Braylon Myers,Myers,Braylon,P,University of Alabama,ALA,730206976,Alabama,BBC,L,R,69.16,-25.1,69.2,19.0%,9.5%,40.4%,27.7%,25,1:07,-146.3,.204,R,103.78,518.36,510.48,21.48%,232,88.8,88.51,11.4,11.36,18.2,2220.9,-1.24,-4.60,-5.13,6.26,56.9%,-,-,9.9%,109.67,106.35,509.00,266.55,1400.95,5340.76,390.93
1,1226683648,C. Kelly,Carson Kelly,Kelly,Carson,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,67.87,-17.8,67.9,0.0%,0.0%,50.0%,0.0%,25,1:03,-148.6,.644,R,105.96,529.27,561.85,12.92%,20,91.1,90.88,10.2,10.22,18.0,2291.3,-1.82,-3.85,-4.89,6.27,30.0%,-,-,5.0%,72.57,89.54,560.42,332.27,1412.56,5013.38,402.90
1,1301145600,C. Myers,Carson Myers,Myers,Carson,P,Auburn University,AUB,5466,Auburn,BBC,R,L,68.29,20.5,68.3,13.3%,6.7%,43.8%,25.0%,26,10:41,140.6,.237,L,99.58,497.40,493.31,19.84%,77,89.2,88.37,-11.5,11.51,15.1,2336.0,0.85,-4.74,-5.35,5.96,61.0%,-,-,6.5%,97.89,100.42,489.01,264.66,1364.97,5069.58,409.65
1,1207830272,A. Moza,Aidan Moza,Moza,Aidan,P,University of Alabama,ALA,730206976,Alabama,BBC,L,R,73.33,-19.7,73.3,20.8%,13.6%,27.3%,36.4%,21,1:13,-143.6,.439,R,101.73,508.13,514.96,17.83%,107,93.6,91.77,12.0,11.97,17.4,2010.6,-0.86,-4.84,-5.40,5.34,55.1%,-,-,5.6%,91.80,97.42,504.71,265.46,1419.51,5091.75,356.65
1,1202682880,N. Dohm,Nate Dohm,Dohm,Nate,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,65.84,-8.5,65.8,33.7%,16.7%,23.1%,46.2%,23,1:00,-150.2,.205,R,117.10,584.93,561.78,27.41%,256,94.2,94.18,9.7,9.74,18.1,2159.3,-0.02,-3.95,-4.66,6.43,59.4%,-,-,16.8%,153.96,126.68,561.94,331.03,1424.55,4597.30,381.01
1,1311017472,S. Hawks,Sawyer Hawks,Hawks,Sawyer,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,67.16,-10.1,67.2,35.1%,20.0%,50.0%,10.0%,20,12:09,-175.4,.460,R,94.61,472.59,448.78,23.28%,64,93.1,93.73,1.3,1.35,17.7,1886.7,-0.94,-3.97,-4.77,6.76,42.2%,-,-,17.2%,104.46,104.75,452.07,269.13,1292.93,4001.14,334.10
1,1311047680,J. Tonghini,Julian Tonghini,Tonghini,Julian,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,69.27,-25.6,69.3,15.6%,0.0%,25.0%,66.7%,24,1:13,-143.3,.312,R,105.63,527.63,536.12,18.20%,124,91.3,91.43,12.2,12.22,17.5,2163.0,-1.17,-4.47,-4.59,6.51,48.4%,-,-,8.1%,97.58,100.51,537.06,290.27,1416.62,5415.11,381.62
1,1238873088,C. Robinson,Cooper Robinson,Robinson,Cooper,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,74.92,-27.8,74.9,27.1%,34.8%,33.3%,20.8%,26,1:03,-148.3,.466,R,109.04,544.67,542.70,21.17%,143,91.8,90.28,11.8,11.84,20.3,2380.4,-1.40,-4.74,-5.34,5.51,51.0%,-,-,11.2%,114.90,108.78,534.13,282.17,1482.71,5662.52,418.52
1,1327247616,H. Cook,Harrison Cook,Cook,Harrison,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,67.84,-21.8,67.8,13.3%,33.3%,20.0%,40.0%,26,1:18,-141.0,.811,R,98.92,494.10,514.49,14.28%,46,87.9,87.18,13.1,13.06,17.3,2251.6,-0.57,-4.70,-4.81,6.02,34.8%,-,-,6.5%,73.49,88.29,510.76,264.85,1399.96,5265.25,395.87
1,1226678272,F. Oschell,Fran Oschell,Oschell,Fran,P,Duke University,DUKE,730336256,Duke,BBC,R,R,73.22,-11.5,73.2,10.8%,17.4%,28.0%,36.0%,24,12:57,-151.3,.381,R,108.25,540.73,541.81,20.34%,252,93.8,93.73,9.8,9.79,18.8,2263.5,0.15,-4.36,-4.96,6.36,41.3%,-,-,12.3%,110.23,106.57,541.28,304.06,1441.82,4849.23,398.50
1,1116222208,L. Mcguire,Logan Mcguire,Mcguire,Logan,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,73.09,-13.9,73.1,20.2%,34.6%,53.6%,28.6%,24,1:15,-142.6,.436,R,110.57,552.31,551.61,21.18%,203,92.6,91.91,13.3,13.33,18.5,2195.2,-0.41,-4.64,-4.76,6.01,50.5%,-,-,11.3%,116.83,109.70,547.75,291.55,1459.73,5106.40,387.47
1,1084024320,G. Brasosky,Gavin Brasosky,Brasosky,Gavin,P,University of Kansas,KU,730360064,Kansas,BBC,L,L,68.76,19.2,68.8,15.2%,5.6%,17.4%,60.9%,23,10:47,143.3,.395,L,90.25,450.80,442.89,18.92%,103,92.2,90.56,-8.3,8.34,12.0,2103.7,1.12,-4.82,-5.26,5.48,55.3%,-,-,6.8%,83.79,92.98,433.94,246.63,1285.21,4596.47,370.43
1,1162595584,B. Cunningham,Bryce Cunningham,Cunningham,Bryce,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,71.95,-14.5,72.0,24.0%,27.7%,33.7%,26.7%,26,1:01,-149.7,.334,R,113.21,565.49,567.28,21.13%,644,94.5,94.51,10.6,10.64,19.3,2429.0,-0.37,-4.33,-5.05,6.42,54.6%,-,-,10.1%,119.87,111.15,567.33,322.36,1480.70,5106.36,426.48
1,1303780608,D. Futrell,Devin Futrell,Futrell,Devin,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,L,69.81,13.3,69.8,26.0%,21.1%,40.5%,26.2%,25,10:51,145.7,.311,L,110.17,550.31,537.65,23.76%,215,89.6,89.46,-12.3,12.31,19.2,2208.6,-0.11,-4.50,-5.26,6.35,64.2%,-,-,11.2%,127.74,114.91,536.98,282.63,1435.20,5005.23,389.18
1,1075199232,P. Carlson,Parker Carlson,Carlson,Parker,P,Auburn University,AUB,5466,Auburn,BBC,R,R,69.73,-6.2,69.7,19.3%,25.0%,25.0%,43.8%,26,12:24,-168.1,.412,R,89.98,449.43,436.08,20.07%,105,91.6,90.62,3.5,3.50,17.1,2343.2,-0.23,-4.65,-5.00,5.83,45.2%,-,-,11.4%,87.53,95.26,430.54,244.12,1332.24,4089.08,410.11
1,1162566656,O. Melendez,Omar Melendez,Melendez,Omar,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,79.14,16.0,79.1,20.3%,22.6%,48.6%,20.0%,26,11:27,163.7,.397,L,70.42,351.77,325.27,19.27%,192,83.4,83.29,-5.1,5.10,18.3,2159.3,1.05,-5.91,-6.14,6.33,58.6%,-,-,6.3%,62.69,82.08,324.46,107.58,1282.09,4597.33,378.89
1,1204028160,H. Banks,Hagan Banks,Banks,Hagan,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,73.97,-24.2,74.0,24.2%,40.0%,70.0%,0.0%,25,1:08,-146.0,.466,R,107.73,538.11,508.02,27.16%,67,89.4,88.68,12.0,12.02,19.0,2221.0,-1.20,-4.88,-5.05,5.97,50.7%,-,-,19.4%,137.99,120.66,503.78,252.22,1428.60,5422.73,391.29
1,1174785024,T. Hurd,Thatcher Hurd,Hurd,Thatcher,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,73.51,-21.8,73.5,21.3%,9.4%,33.9%,35.7%,25,1:03,-148.7,.349,R,108.04,539.65,543.92,19.60%,328,94.5,93.96,10.6,10.58,18.4,2371.6,-1.12,-4.56,-5.23,6.10,50.9%,-,-,9.1%,106.59,104.87,540.95,301.87,1459.70,5318.91,416.90
1,1311046912,R. Cranz,Robert Cranz,Cranz,Robert,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,75.05,-15.3,75.1,29.1%,14.8%,26.2%,32.3%,26,12:20,-170.0,.249,R,99.31,496.07,483.88,21.59%,408,92.8,91.35,3.7,3.70,21.9,2436.2,-1.11,-4.52,-4.98,5.59,51.2%,-,-,11.8%,104.48,103.95,476.02,265.41,1432.52,4733.82,426.78
1,1297338880,R. Ure,Ryan Ure,Ure,Ryan,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,67.20,17.0,67.2,16.7%,0.0%,0.0%,66.7%,24,10:43,141.5,.304,L,116.23,580.55,581.32,21.93%,50,94.3,93.90,-13.0,13.01,17.3,2262.5,0.87,-4.22,-4.99,6.17,52.0%,-,-,12.0%,127.48,114.60,578.98,333.24,1457.94,5154.72,398.84
1,1184454144,J. Nove,Jackson Nove,Nove,Jackson,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,69.20,23.2,69.2,19.8%,25.0%,36.4%,22.7%,26,10:54,146.9,.384,L,101.19,505.43,516.61,16.76%,172,89.7,89.58,-11.0,10.96,17.8,2339.3,1.50,-4.56,-5.26,6.37,41.3%,-,-,8.1%,86.59,94.85,516.21,277.82,1408.43,5287.73,410.74
1,1311047424,M. Moore,Mason Moore,Moore,Mason,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,71.51,-26.8,71.5,19.8%,22.7%,40.0%,36.0%,25,1:16,-141.9,.315,R,98.80,493.53,498.03,17.79%,196,91.9,89.77,11.2,11.21,15.6,2260.5,-1.64,-4.84,-5.11,5.21,40.8%,-,-,9.7%,88.60,95.62,486.55,265.61,1387.27,5296.39,397.64
1,1330163456,C. Frieda,Colby Frieda,Frieda,Colby,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,77.78,-8.8,77.8,28.4%,22.2%,31.6%,42.1%,24,12:25,-167.3,.348,R,93.78,468.41,450.01,21.92%,163,92.5,91.63,4.4,4.43,20.5,2261.0,-0.39,-4.90,-5.61,5.92,46.0%,-,-,13.5%,98.62,101.38,445.24,229.94,1400.29,4453.20,397.42
1,1231729152,J. Callahan,Jd Callahan,Callahan,Jd,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,72.14,-16.2,72.1,9.1%,11.1%,22.2%,22.2%,24,1:01,-149.5,.396,R,100.09,499.93,498.34,19.38%,69,89.9,89.48,10.4,10.44,18.7,2116.9,-0.53,-4.71,-5.55,6.18,52.2%,-,-,8.7%,96.60,99.74,496.07,254.55,1400.97,4951.51,373.68
1,1251447040,E. Orloff,Eric Orloff,Orloff,Eric,P,University of Arizona,ARIZ,232,Arizona,BBC,R,L,72.41,32.9,72.4,34.3%,25.0%,26.5%,26.5%,25,11:00,149.8,.328,L,98.96,494.30,482.05,21.54%,197,88.6,88.08,-9.9,9.94,18.2,2227.4,2.17,-4.79,-5.28,6.12,46.7%,-,-,13.2%,103.81,103.62,479.21,244.79,1384.70,5573.22,391.93
1,1297337856,R. Schiefer,Ryan Schiefer,Schiefer,Ryan,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,68.86,-26.0,68.9,12.5%,31.6%,26.3%,31.6%,26,12:55,-152.5,.324,R,109.00,544.45,568.60,15.37%,157,91.9,91.29,10.2,10.20,20.6,2361.6,-1.30,-4.08,-4.19,6.08,43.9%,-,-,5.7%,87.38,96.50,565.40,322.45,1468.53,5468.06,414.97
1,1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,72.23,-24.3,72.2,17.2%,20.8%,34.6%,38.5%,24,12:51,-154.6,.475,R,101.27,505.87,496.64,21.31%,130,91.5,90.53,8.5,8.50,19.0,2215.9,-1.68,-4.63,-5.31,5.85,50.8%,-,-,11.5%,105.81,104.50,491.28,263.85,1406.17,5178.22,390.32
